 #z      #x      #y     #c
 23      0       0      1
 23      1       23     1
 23      2       16     1
 23      3       9      1
 23      4       2      1
 23      5       25     1
 23      6       18     1
 23      7       11     1
 23      8       4      1
 23      9       27     1
 23      10      20     1
 23      11      13     1
 23      12      6      1
 23      13      29     1
 23      14      22     1
 23      15      15     1
 23      16      8      1
 23      17      1      1
 23      18      24     1
 23      19      17     1
 23      20      10     1
 23      21      3      1
 23      22      26     1
 23      23      19     1
 23      24      12     1
 23      25      5      1
 23      26      28     1
 23      27      21     1
 23      28      14     1
 23      29      7      1
 23      30      00     1
 23      30      30     1
 23      30      30     1


##z      #x      #y     #c
#23      31      53     1
#23      32      46     1
#23      33      39     1
#23      34      32     1
#23      35      55     1
#23      36      48     1
#23      37      41     1
#23      38      34     1
#23      39      57     1
#23      40      50     1
#23      41      43     1
#23      42      36     1
#23      43      59     1
#23      44      52     1
#23      45      45     1
#23      46      38     1
#23      47      31     1
#23      48      54     1
#23      49      47     1
#23      50      40     1
#23      51      33     1
#23      52      56     1
#23      53      49     1
#23      54      42     1
#23      55      35     1
#23      56      58     1
#23      57      51     1
#23      58      44     1
#23      59      37     1
#23      60      30     1
#23      60      60     1


