#z      #x      #y      #c
12      21      12      12
12      22      24      12
12      23      6       12
12      24      18      12
12      25      00      12
12      25      30      12
12      26      12      12
12      27      24      12
12      28      6       12
12      29      18      12
12      30      00      12
12      30      30      12


#z      #x      #y      #c
13      0       0       13
13      1       13      13
13      2       26      13
13      3       9       13
13      4       22      13
13      5       5       13
13      6       18      13
13      7       1       13
13      8       14      13
13      9       27      13
13      10      10      13
13      11      23      13
13      12      6       13
13      13      19      13
13      14      2       13
13      15      15      13
13      16      28      13
13      17      11      13
13      18      24      13
13      19      7       13
13      20      20      13
13      21      3       13
13      22      16      13
13      23      29      13
13      24      12      13
13      25      25      13
13      26      8       13
13      27      21      13
13      28      4       13
13      29      17      13
13      30      30      13


#z      #x      #y      #c
14      0       0       14
14      1       14      14
14      2       28      14
14      3       12      14
14      4       26      14
14      5       10      14
14      6       24      14
14      7       8       14
14      8       22      14
14      9       6       14
14      10      20      14
14      11      4       14
14      12      18      14
14      13      2       14
14      14      16      14
14      15      00      14
14      15      30      14
14      16      14      14
14      17      28      14
14      18      12      14
14      19      26      14
14      20      10      14
14      21      24      14
14      22      8       14
14      23      22      14
14      24      6       14
14      25      20      14
14      26      4       14
14      27      18      14
14      28      2       14
14      29      16      14
14      30      00      14
14      30      30      14


#z      #x      #y      #c
15      0       0       15
15      1       15      15
15      2       00      15
15      2       30      15
15      3       15      15
15      4       00      15
15      4       30      15
15      5       15      15
15      6       00      15
15      6       30      15
15      7       15      15
15      8       00      15
15      8       30      15
15      9       15      15
15      10      00      15
15      10      30      15
15      11      15      15
15      12      00      15
15      12      30      15
15      13      15      15
15      14      00      15
15      14      30      15
15      15      15      15
15      16      00      15
15      16      30      15
15      17      15      15
15      18      00      15
15      18      30      15
15      19      15      15
15      20      00      15
15      20      30      15
15      21      15      15
15      22      00      15
15      22      30      15
15      23      15      15
15      24      00      15
15      24      30      15
15      25      15      15
15      26      00      15
15      26      30      15
15      27      15      15
15      28      00      15
15      28      30      15
15      29      15      15
15      30      00      15
15      30      30      15


#z      #x      #y      #c
16      0       0       16
16      1       16      16
16      2       2       16
16      3       18      16
16      4       4       16
16      5       20      16
16      6       6       16
16      7       22      16
16      8       8       16
16      9       24      16
16      10      10      16
16      11      26      16
16      12      12      16
16      13      28      16
16      14      14      16
16      15      00      16
16      15      30      16
16      16      16      16
16      17      2       16
16      18      18      16
16      19      4       16
16      20      20      16
16      21      6       16
16      22      22      16
16      23      8       16
16      24      24      16
16      25      10      16
16      26      26      16
16      27      12      16
16      28      28      16
16      29      14      16
16      30      00      16
16      30      30      16


#z      #x      #y      #c
17      0       0       17
17      1       17      17
17      2       4       17
17      3       21      17
17      4       8       17
17      5       25      17
17      6       12      17
17      7       29      17
17      8       16      17
17      9       3       17
17      10      20      17
17      11      7       17
17      12      24      17
17      13      11      17
17      14      28      17
17      15      15      17
17      16      2       17
17      17      19      17
17      18      6       17
17      19      23      17
17      20      10      17
17      21      27      17
17      22      14      17
17      23      1       17
17      24      18      17
17      25      5       17
17      26      22      17
17      27      9       17
17      28      26      17
17      29      13      17
17      30      00      17
17      30      30      17


#z      #x      #y      #c
18      0       0       18
18      1       18      18
18      2       6       18
18      3       24      18
18      4       12      18
18      5       00      18
18      5       30      18
18      6       18      18
18      7       6       18
18      8       24      18
18      9       12      18
18      10      00      18
18      10      30      18
18      11      18      18
18      12      6       18
18      13      24      18
18      14      12      18
18      15      00      18
18      15      30      18
18      16      18      18
18      17      6       18
18      18      24      18
18      19      12      18
18      20      00      18
18      20      30      18
18      21      18      18
18      22      6       18
18      23      24      18
18      24      12      18
18      25      00      18
18      25      30      18
18      26      18      18
18      27      6       18
18      28      24      18
18      29      12      18
18      30      00      18
18      30      30      18


#z      #x      #y      #c
19      0       0       19
19      1       19      19
19      2       8       19
19      3       27      19
19      4       16      19
19      5       5       19
19      6       24      19
19      7       13      19
19      8       2       19
19      9       21      19
19      10      10      19
19      11      29      19
19      12      18      19
19      13      7       19
19      14      26      19
19      15      15      19
19      16      4       19
19      17      23      19
19      18      12      19
19      19      1       19
19      20      20      19
19      21      9       19
19      22      28      19
19      23      17      19
19      24      6       19
19      25      25      19
19      26      14      19
19      27      3       19
19      28      22      19
19      29      11      19
19      30      00      19
19      30      30      19


#z      #x      #y      #c
20      0       0       20
20      1       20      20
20      2       10      20
20      3       00      20
20      3       30      20
20      4       20      20
20      5       10      20
20      6       00      20
20      6       30      20
20      7       20      20
20      8       10      20
20      9       00      20
20      9       30      20
20      10      20      20
20      11      10      20
20      12      00      20
20      12      30      20
20      13      20      20
20      14      10      20
20      15      00      20
20      15      30      20
20      16      20      20
20      17      10      20
20      18      00      20
20      18      30      20
20      19      20      20
20      20      10      20
20      21      00      20
20      21      30      20
20      22      20      20
20      23      10      20
20      24      00      20
20      24      30      20
20      25      20      20
20      26      10      20
20      27      00      20
20      27      30      20
20      28      20      20
20      29      10      20
20      30      00      20
20      30      30      20


#z      #x      #y      #c
21      0       0       21
21      1       21      21
21      2       12      21
21      3       3       21
21      4       24      21
21      5       15      21
21      6       6       21
21      7       27      21
21      8       18      21
21      9       9       21
21      10      00      21
21      10      30      21
21      11      21      21
21      12      12      21
21      13      3       21
21      14      24      21
21      15      15      21
21      16      6       21
21      17      27      21
21      18      18      21
21      19      9       21
21      20      00      21
21      20      30      21
21      21      21      21
21      22      12      21
21      23      3       21
21      24      24      21
21      25      15      21
21      26      6       21
21      27      27      21
21      28      18      21
21      29      9       21
21      30      00      21
21      30      30      21


#z      #x      #y      #c
22      0       0       22
22      1       22      22
22      2       14      22
22      3       6       22
22      4       28      22
22      5       20      22
22      6       12      22
22      7       4       22
22      8       26      22
22      9       18      22
22      10      10      22
22      11      2       22
22      12      24      22
22      13      16      22
22      14      8       22
22      15      00      22
22      15      30      22
22      16      22      22
22      17      14      22
22      18      6       22
22      19      28      22
22      20      20      22
22      21      12      22
22      22      4       22
22      23      26      22
22      24      18      22
22      25      10      22
22      26      2       22
22      27      24      22
22      28      16      22
22      29      8       22
22      30      00      22
22      30      30      22


#z      #x      #y      #c
23      0       0       23
23      1       23      23
23      2       16      23
23      3       9       23
23      4       2       23
23      5       25      23
23      6       18      23
23      7       11      23
23      8       4       23
23      9       27      23
23      10      20      23
23      11      13      23
23      12      6       23
23      13      29      23
23      14      22      23
23      15      15      23
23      16      8       23
23      17      1       23
23      18      24      23
23      19      17      23
23      20      10      23
23      21      3       23
23      22      26      23
23      23      19      23
23      24      12      23
23      25      5       23
23      26      28      23
23      27      21      23
23      28      14      23
23      29      7       23
23      30      00      23
23      30      30      23


#z      #x      #y      #c
24      0       0       24
24      1       24      24
24      2       18      24
24      3       12      24
24      4       6       24
24      5       00      24
24      5       30      24
24      6       24      24
24      7       18      24
24      8       12      24
24      9       6       24
24      10      00      24
24      10      30      24
24      11      24      24
24      12      18      24
24      13      12      24
24      14      6       24
24      15      00      24
24      15      30      24
24      16      24      24
24      17      18      24
24      18      12      24
24      19      6       24
24      20      00      24
24      20      30      24
24      21      24      24
24      22      18      24
24      23      12      24
24      24      6       24
24      25      00      24
24      25      30      24
24      26      24      24
24      27      18      24
24      28      12      24
24      29      6       24
24      30      00      24
24      30      30      24


#z      #x      #y      #c
25      0       0       25
25      1       25      25
25      2       20      25
25      3       15      25
25      4       10      25
25      5       5       25
25      6       00      25
25      6       30      25
25      7       25      25
25      8       20      25
25      9       15      25
25      10      10      25
25      11      5       25
25      12      00      25
25      12      30      25
25      13      25      25
25      14      20      25
25      15      15      25
25      16      10      25
25      17      5       25
25      18      00      25
25      18      30      25
25      19      25      25
25      20      20      25
25      21      15      25
25      22      10      25
25      23      5       25
25      24      00      25
25      24      30      25
25      25      25      25
25      26      20      25
25      27      15      25
25      28      10      25
25      29      5       25
25      30      00      25
25      30      30      25


#z      #x      #y      #c
26      0       0       26
26      1       26      26
26      2       22      26
26      3       18      26
26      4       14      26
26      5       10      26
26      6       6       26
26      7       2       26
26      8       28      26
26      9       24      26
26      10      20      26
26      11      16      26
26      12      12      26
26      13      8       26
26      14      4       26
26      15      00      26
26      15      30      26
26      16      26      26
26      17      22      26
26      18      18      26
26      19      14      26
26      20      10      26
26      21      6       26
26      22      2       26
26      23      28      26
26      24      24      26
26      25      20      26
26      26      16      26
26      27      12      26
26      28      8       26
26      29      4       26
26      30      00      26
26      30      30      26


#z      #x      #y      #c
27      0       0       27
27      1       27      27
27      2       24      27
27      3       21      27
27      4       18      27
27      5       15      27
27      6       12      27
27      7       9       27
27      8       6       27
27      9       3       27
27      10      00      27
27      10      30      27
27      11      27      27
27      12      24      27
27      13      21      27
27      14      18      27
27      15      15      27
27      16      12      27
27      17      9       27
27      18      6       27
27      19      3       27
27      20      00      27
27      20      30      27
27      21      27      27
27      22      24      27
27      23      21      27
27      24      18      27
27      25      15      27
27      26      12      27
27      27      9       27
27      28      6       27
27      29      3       27
27      30      00      27
27      30      30      27


#z      #x      #y      #c
28      0       0       28
28      1       28      28
28      2       26      28
28      3       24      28
28      4       22      28
28      5       20      28
28      6       18      28
28      7       16      28
28      8       14      28
28      9       12      28
28      10      10      28
28      11      8       28
28      12      6       28
28      13      4       28
28      14      2       28
28      15      00      28
28      15      30      28
28      16      28      28
28      17      26      28
28      18      24      28
28      19      22      28
28      20      20      28
28      21      18      28
28      22      16      28
28      23      14      28
28      24      12      28
28      25      10      28
28      26      8       28
28      27      6       28
28      28      4       28
28      29      2       28
28      30      00      28
28      30      30      28


#z      #x      #y      #c
29      0       0       29
29      1       29      29
29      2       28      29
29      3       27      29
29      4       26      29
29      5       25      29
29      6       24      29
29      7       23      29
29      8       22      29
29      9       21      29
29      10      20      29
29      11      19      29
29      12      18      29
29      13      17      29
29      14      16      29
29      15      15      29
29      16      14      29
29      17      13      29
29      18      12      29
29      19      11      29
29      20      10      29
29      21      9       29
29      22      8       29
29      23      7       29
29      24      6       29
29      25      5       29
29      26      4       29
29      27      3       29
29      28      2       29
29      29      1       29
29      30      0       29


#z      #x      #y      #c
30       0      00      30
30       0      00      30
30       1      00      30
30       1      30      30
30       2      00      30
30       2      30      30
30       3      00      30
30       3      30      30
30       4      00      30
30       4      30      30
30       5      00      30
30       5      30      30
30       6      00      30
30       6      30      30
30       7      00      30
30       7      30      30
30       8      00      30
30       8      30      30
30       9      00      30
30       9      30      30
30      10      00      30
30      10      30      30
30      11      00      30
30      11      30      30
30      12      00      30
30      12      30      30
30      13      00      30
30      13      30      30
30      14      00      30
30      14      30      30
30      15      00      30
30      15      30      30
30      16      00      30
30      16      30      30
30      17      00      30
30      17      30      30
30      18      00      30
30      18      30      30
30      19      00      30
30      19      30      30
30      20      00      30
30      20      30      30
30      21      00      30
30      21      30      30
30      22      00      30
30      22      30      30
30      23      00      30
30      23      30      30
30      24      00      30
30      24      30      30
30      25      00      30
30      25      30      30
30      26      00      30
30      26      30      30
30      27      00      30
30      27      30      30
30      28      00      30
30      28      30      30
30      29      00      30
30      29      30      30
30      30      00      30
30      30      30      30


#z2     #x      #y      #c
30      0       0       0
30      1       0       0
30      2       0       0
30      3       0       0
30      4       0       0
30      5       0       0
30      6       0       0
30      7       0       0
30      8       0       0
30      9       0       0
30      10      0       0
30      11      0       0
30      12      0       0
30      13      0       0
30      14      0       0
30      15      0       0
30      16      0       0
30      17      0       0
30      18      0       0
30      19      0       0
30      20      0       0
30      21      0       0
30      22      0       0
30      23      0       0
30      24      0       0
30      25      0       0
30      26      0       0
30      27      0       0
30      28      0       0
30      29      0       0
30      30      0       0


#z2     #x      #y      #c
31      0       0       1
31      1       1       1
31      2       2       1
31      3       3       1
31      4       4       1
31      5       5       1
31      6       6       1
31      7       7       1
31      8       8       1
31      9       9       1
31      10      10      1
31      11      11      1
31      12      12      1
31      13      13      1
31      14      14      1
31      15      15      1
31      16      16      1
31      17      17      1
31      18      18      1
31      19      19      1
31      20      20      1
31      21      21      1
31      22      22      1
31      23      23      1
31      24      24      1
31      25      25      1
31      26      26      1
31      27      27      1
31      28      28      1
31      29      29      1
31      30      30      1


#z2     #x      #y      #c
32      0       0       2
32      1       2       2
32      2       4       2
32      3       6       2
32      4       8       2
32      5       10      2
32      6       12      2
32      7       14      2
32      8       16      2
32      9       18      2
32      10      20      2
32      11      22      2
32      12      24      2
32      13      26      2
32      14      28      2
32      15      0       2
32      15      30      2
32      16      2       2
32      17      4       2
32      18      6       2
32      19      8       2
32      20      10      2
32      21      12      2
32      22      14      2
32      23      16      2
32      24      18      2
32      25      20      2
32      26      22      2
32      27      24      2
32      28      26      2
32      29      28      2
32      30      30      2


#z2     #x      #y      #c
33      0       0       3
33      1       3       3
33      2       6       3
33      3       9       3
33      4       12      3
33      5       15      3
33      6       18      3
33      7       21      3
33      8       24      3
33      9       27      3
33      10      0       3
33      10      30      3
33      11      3       3
33      12      6       3
33      13      9       3
33      14      12      3
33      15      15      3
33      16      18      3
33      17      21      3
33      18      24      3
33      19      27      3
33      20      0       3
33      20      30      3
33      21      3       3
33      22      6       3
33      23      9       3
33      24      12      3
33      25      15      3
33      26      18      3
33      27      21      3
33      28      24      3
33      29      27      3
33      30      0       3
33      30      30      3


#z2     #x      #y      #c
34      0       0       4
34      1       4       4
34      2       8       4
34      3       12      4
34      4       16      4
34      5       20      4
34      6       24      4
34      7       28      4
34      8       2       4
34      9       6       4
34      10      10      4
34      11      14      4
34      12      18      4
34      13      22      4
34      14      26      4
34      15      0       4
34      15      30      4
34      16      4       4
34      17      8       4
34      18      12      4
34      19      16      4
34      20      20      4
34      21      24      4
34      22      28      4
34      23      2       4
34      24      6       4
34      25      10      4
34      26      14      4
34      27      18      4
34      28      22      4
34      29      26      4
34      30      0       4
34      30      30      4


#z2     #x      #y      #c
35      0       0       5
35      1       5       5
35      2       10      5
35      3       15      5
35      4       20      5
35      5       25      5
35      6       0       5
35      6       30      5
35      7       0       5
35      8       5       5
35      9       10      5
35      10      15      5
35      11      20      5
35      12      25      5
35      13      0       5
35      13      30      5
35      14      0       5
35      15      5       5
35      16      10      5
35      17      15      5
35      18      20      5
35      19      25      5
35      20      0       5
35      20      30      5
35      21      0       5
35      22      5       5
35      23      10      5
35      24      15      5
35      25      20      5
35      26      25      5
35      27      0       5
35      27      30      5
35      28      0       5
35      29      5       5
35      30      10      5


#z2     #x      #y      #c
36      0       0       6
36      1       6       6
36      2       12      6
36      3       18      6
36      4       24      6
36      5       0       6
36      5       30      6
36      6       6       6
36      7       12      6
36      8       18      6
36      9       24      6
36      10      30      6
36      11      6       6
36      12      12      6
36      13      18      6
36      14      24      6
36      15      0       6
36      15      30      6
36      16      6       6
36      17      12      6
36      18      18      6
36      19      24      6
36      20      0       6
36      20      30      6
36      21      6       6
36      22      12      6
36      23      18      6
36      24      24      6
36      25      0       6
36      25      30      6
36      26      6       6
36      27      12      6
36      28      18      6
36      29      24      6
36      30      0       6
36      30      30      6


#z2     #x      #y      #c
37      0       0       7
37      1       7       7
37      2       14      7
37      3       21      7
37      4       28      7
37      5       5       7
37      6       12      7
37      7       19      7
37      8       26      7
37      9       3       7
37      10      10      7
37      11      17      7
37      12      24      7
37      13      1       7
37      14      8       7
37      15      15      7
37      16      22      7
37      17      29      7
37      18      6       7
37      19      13      7
37      20      20      7
37      21      27      7
37      22      4       7
37      23      11      7
37      24      18      7
37      25      25      7
37      26      2       7
37      27      9       7
37      28      16      7
37      29      23      7
37      30      30      7


#z2     #x      #y      #c
38      0       0       8
38      1       8       8
38      2       16      8
38      3       24      8
38      4       2       8
38      5       10      8
38      6       18      8
38      7       26      8
38      8       4       8
38      9       12      8
38      10      20      8
38      11      28      8
38      12      6       8
38      13      14      8
38      14      22      8
38      15      0       8
38      15      30      8
38      16      8       8
38      17      16      8
38      18      24      8
38      19      2       8
38      20      10      8
38      21      18      8
38      22      26      8
38      23      4       8
38      24      12      8
38      25      20      8
38      26      28      8
38      27      6       8
38      28      14      8
38      29      22      8
38      30      0       8
38      30      30      8


#z2     #x      #y      #c
39      0       0       9
39      1       9       9
39      2       18      9
39      3       27      9
39      4       6       9
39      5       15      9
39      6       24      9
39      7       3       9
39      8       12      9
39      9       21      9
39      10      0       9
39      10      30      9
39      11      9       9
39      12      18      9
39      13      27      9
39      14      6       9
39      15      15      9
39      16      24      9
39      17      3       9
39      18      12      9
39      19      21      9
39      20      0       9
39      20      30      9
39      21      9       9
39      22      18      9
39      23      27      9
39      24      6       9
39      25      15      9
39      26      24      9
39      27      3       9
39      28      12      9
39      29      21      9
39      30      0       9
39      30      30      9


#z2     #x      #y      #c
40      0       0       10
40      1       10      10
40      2       20      10
40      3       0       10
40      3       30      10
40      4       10      10
40      5       20      10
40      6       0       10
40      6       30      10
40      7       10      10
40      8       20      10
40      9       0       10
40      9       30      10
40      10      10      10
40      11      20      10
40      12      0       10
40      12      30      10
40      13      10      10
40      14      20      10
40      15      0       10
40      15      30      10
40      16      10      10
40      17      20      10
40      18      0       10
40      18      30      10
40      19      10      10
40      20      20      10
40      21      0       10
40      21      30      10
40      22      10      10
40      23      20      10
40      24      0       10
40      24      30      10
40      25      10      10
40      26      20      10
40      27      0       10
40      27      30      10
40      28      10      10
40      29      20      10
40      30      0       10
40      30      30      10


#z2     #x      #y      #c
41      0       0       11
41      1       11      11
41      2       22      11
41      3       3       11
41      4       14      11
41      5       25      11
41      6       6       11
41      7       17      11
41      8       28      11
41      9       9       11
41      10      20      11
41      11      1       11
41      12      12      11
41      13      23      11
41      14      4       11
41      15      15      11
41      16      26      11
41      17      7       11
41      18      18      11
41      19      29      11
41      20      10      11
41      21      21      11
41      22      2       11
41      23      13      11
41      24      24      11
41      25      5       11
41      26      16      11
41      27      27      11
41      28      8       11
41      29      19      11
41      30      0       11
41      30      30      11


#z2     #x      #y      #c
42      0       0       12
42      1       12      12
42      2       24      12
42      3       6       12
42      4       18      12
42      5       0       12
42      5       30      12
42      6       12      12
42      7       24      12
42      8       6       12
42      9       18      12
42      10      0       12
42      10      30      12
42      11      12      12
42      12      24      12
42      13      6       12
42      14      18      12
42      15      0       12
42      15      30      12
42      16      12      12
42      17      24      12
42      18      6       12
42      19      18      12
42      20      0       12
42      20      30      12
42      21      12      12
42      22      24      12
42      23      6       12
42      24      18      12
42      25      0       12
42      25      30      12
42      26      12      12
42      27      24      12
42      28      6       12
42      29      18      12
42      30      0       12
42      30      30      12


#z2     #x      #y      #c
43      0       0       13
43      1       13      13
43      2       26      13
43      3       9       13
43      4       22      13
43      5       5       13
43      6       18      13
43      7       1       13
43      8       14      13
43      9       27      13
43      10      10      13
43      11      23      13
43      12      6       13
43      13      19      13
43      14      2       13
43      15      15      13
43      16      28      13
43      17      11      13
43      18      24      13
43      19      7       13
43      20      20      13
43      21      3       13
43      22      16      13
43      23      29      13
43      24      12      13
43      25      25      13
43      26      8       13
43      27      21      13
43      28      4       13
43      29      17      13
43      30      30      13


#z2     #x      #y      #c
44      0       0       14
44      1       14      14
44      2       28      14
44      3       12      14
44      4       26      14
44      5       10      14
44      6       24      14
44      7       8       14
44      8       22      14
44      9       6       14
44      10      20      14
44      11      4       14
44      12      18      14
44      13      2       14
44      14      16      14
44      15      0       14
44      15      30      14
44      16      14      14
44      17      28      14
44      18      12      14
44      19      26      14
44      20      10      14
44      21      24      14
44      22      8       14
44      23      22      14
44      24      6       14
44      25      20      14
44      26      4       14
44      27      18      14
44      28      2       14
44      29      16      14
44      30      0       14
44      30      30      14


#z2     #x      #y      #c
45      0       0       15
45      1       15      15
45      2       0       15
45      2       30      15
45      3       15      15
45      4       0       15
45      4       30      15
45      5       15      15
45      6       0       15
45      6       30      15
45      7       15      15
45      8       0       15
45      8       30      15
45      9       15      15
45      10      0       15
45      10      30      15
45      11      15      15
45      12      0       15
45      12      30      15
45      13      15      15
45      14      0       15
45      14      30      15
45      15      15      15
45      16      0       15
45      16      30      15
45      17      15      15
45      18      0       15
45      18      30      15
45      19      15      15
45      20      0       15
45      20      30      15
45      21      15      15
45      22      0       15
45      22      30      15
45      23      15      15
45      24      0       15
45      24      30      15
45      25      15      15
45      26      0       15
45      26      30      15
45      27      15      15
