#z      #x      #y      #c
12      21      12      12
12      22      24      12
12      23      6       12
12      24      18      12
12      25      00      12
12      25      30      12
12      26      12      12
12      27      24      12
12      28      6       12
12      29      18      12
12      30      00      12
12      30      30      12


#z      #x      #y      #c
13      0       0       13
13      1       13      13
13      2       26      13
13      3       9       13
13      4       22      13
13      5       5       13
13      6       18      13
13      7       1       13
13      8       14      13
13      9       27      13
13      10      10      13
13      11      23      13
13      12      6       13
13      13      19      13
13      14      2       13
13      15      15      13
13      16      28      13
13      17      11      13
13      18      24      13
13      19      7       13
13      20      20      13
13      21      3       13
13      22      16      13
13      23      29      13
13      24      12      13
13      25      25      13
13      26      8       13
13      27      21      13
13      28      4       13
13      29      17      13
13      30      30      13


#z      #x      #y      #c
14      0       0       14
14      1       14      14
14      2       28      14
14      3       12      14
14      4       26      14
14      5       10      14
14      6       24      14
14      7       8       14
14      8       22      14
14      9       6       14
14      10      20      14
14      11      4       14
14      12      18      14
14      13      2       14
14      14      16      14
14      15      00      14
14      15      30      14
14      16      14      14
14      17      28      14
14      18      12      14
14      19      26      14
14      20      10      14
14      21      24      14
14      22      8       14
14      23      22      14
14      24      6       14
14      25      20      14
14      26      4       14
14      27      18      14
14      28      2       14
14      29      16      14
14      30      00      14
14      30      30      14


#z      #x      #y      #c
15      0       0       15
15      1       15      15
15      2       00      15
15      2       30      15
15      3       15      15
15      4       00      15
15      4       30      15
15      5       15      15
15      6       00      15
15      6       30      15
15      7       15      15
15      8       00      15
15      8       30      15
15      9       15      15
15      10      00      15
15      10      30      15
15      11      15      15
15      12      00      15
15      12      30      15
15      13      15      15
15      14      00      15
15      14      30      15
15      15      15      15
15      16      00      15
15      16      30      15
15      17      15      15
15      18      00      15
15      18      30      15
15      19      15      15
15      20      00      15
15      20      30      15
15      21      15      15
15      22      00      15
15      22      30      15
15      23      15      15
15      24      00      15
15      24      30      15
15      25      15      15
15      26      00      15
15      26      30      15
15      27      15      15
15      28      00      15
15      28      30      15
15      29      15      15
15      30      00      15
15      30      30      15


#z      #x      #y      #c
16      0       0       16
16      1       16      16
16      2       2       16
16      3       18      16
16      4       4       16
16      5       20      16
16      6       6       16
16      7       22      16
16      8       8       16
16      9       24      16
16      10      10      16
16      11      26      16
16      12      12      16
16      13      28      16
16      14      14      16
16      15      00      16
16      15      30      16
16      16      16      16
16      17      2       16
16      18      18      16
16      19      4       16
16      20      20      16
16      21      6       16
16      22      22      16
16      23      8       16
16      24      24      16
16      25      10      16
16      26      26      16
16      27      12      16
16      28      28      16
16      29      14      16
16      30      00      16
16      30      30      16


#z      #x      #y      #c
17      0       0       17
17      1       17      17
17      2       4       17
17      3       21      17
17      4       8       17
17      5       25      17
17      6       12      17
17      7       29      17
17      8       16      17
17      9       3       17
17      10      20      17
17      11      7       17
17      12      24      17
17      13      11      17
17      14      28      17
17      15      15      17
17      16      2       17
17      17      19      17
17      18      6       17
17      19      23      17
17      20      10      17
17      21      27      17
17      22      14      17
17      23      1       17
17      24      18      17
17      25      5       17
17      26      22      17
17      27      9       17
17      28      26      17
17      29      13      17
17      30      00      17
17      30      30      17


#z      #x      #y      #c
18      0       0       18
18      1       18      18
18      2       6       18
18      3       24      18
18      4       12      18
18      5       00      18
18      5       30      18
18      6       18      18
18      7       6       18
18      8       24      18
18      9       12      18
18      10      00      18
18      10      30      18
18      11      18      18
18      12      6       18
18      13      24      18
18      14      12      18
18      15      00      18
18      15      30      18
18      16      18      18
18      17      6       18
18      18      24      18
18      19      12      18
18      20      00      18
18      20      30      18
18      21      18      18
18      22      6       18
18      23      24      18
18      24      12      18
18      25      00      18
18      25      30      18
18      26      18      18
18      27      6       18
18      28      24      18
18      29      12      18
18      30      00      18
18      30      30      18


#z      #x      #y      #c
19      0       0       19
19      1       19      19
19      2       8       19
19      3       27      19
19      4       16      19
19      5       5       19
19      6       24      19
19      7       13      19
19      8       2       19
19      9       21      19
19      10      10      19
19      11      29      19
19      12      18      19
19      13      7       19
19      14      26      19
19      15      15      19
19      16      4       19
19      17      23      19
19      18      12      19
19      19      1       19
19      20      20      19
19      21      9       19
19      22      28      19
19      23      17      19
19      24      6       19
19      25      25      19
19      26      14      19
19      27      3       19
19      28      22      19
19      29      11      19
19      30      00      19
19      30      30      19


#z      #x      #y      #c
20      0       0       20
20      1       20      20
20      2       10      20
20      3       00      20
20      3       30      20
20      4       20      20
20      5       10      20
20      6       00      20
20      6       30      20
20      7       20      20
20      8       10      20
20      9       00      20
20      9       30      20
20      10      20      20
20      11      10      20
20      12      00      20
20      12      30      20
20      13      20      20
20      14      10      20
20      15      00      20
20      15      30      20
20      16      20      20
20      17      10      20
20      18      00      20
20      18      30      20
20      19      20      20
20      20      10      20
20      21      00      20
20      21      30      20
20      22      20      20
20      23      10      20
20      24      00      20
20      24      30      20
20      25      20      20
20      26      10      20
20      27      00      20
20      27      30      20
20      28      20      20
20      29      10      20
20      30      00      20
20      30      30      20


#z      #x      #y      #c
21      0       0       21
21      1       21      21
21      2       12      21
21      3       3       21
21      4       24      21
21      5       15      21
21      6       6       21
21      7       27      21
21      8       18      21
21      9       9       21
21      10      00      21
21      10      30      21
21      11      21      21
21      12      12      21
21      13      3       21
21      14      24      21
21      15      15      21
21      16      6       21
21      17      27      21
21      18      18      21
21      19      9       21
21      20      00      21
21      20      30      21
21      21      21      21
21      22      12      21
21      23      3       21
21      24      24      21
21      25      15      21
21      26      6       21
21      27      27      21
21      28      18      21
21      29      9       21
21      30      00      21
21      30      30      21


#z      #x      #y      #c
22      0       0       22
22      1       22      22
22      2       14      22
22      3       6       22
22      4       28      22
22      5       20      22
22      6       12      22
22      7       4       22
22      8       26      22
22      9       18      22
22      10      10      22
22      11      2       22
22      12      24      22
22      13      16      22
22      14      8       22
22      15      00      22
22      15      30      22
22      16      22      22
22      17      14      22
22      18      6       22
22      19      28      22
22      20      20      22
22      21      12      22
22      22      4       22
22      23      26      22
22      24      18      22
22      25      10      22
22      26      2       22
22      27      24      22
22      28      16      22
22      29      8       22
22      30      00      22
22      30      30      22


#z      #x      #y      #c
23      0       0       23
23      1       23      23
23      2       16      23
23      3       9       23
23      4       2       23
23      5       25      23
23      6       18      23
23      7       11      23
23      8       4       23
23      9       27      23
23      10      20      23
23      11      13      23
23      12      6       23
23      13      29      23
23      14      22      23
23      15      15      23
23      16      8       23
23      17      1       23
23      18      24      23
23      19      17      23
23      20      10      23
23      21      3       23
23      22      26      23
23      23      19      23
23      24      12      23
23      25      5       23
23      26      28      23
23      27      21      23
23      28      14      23
23      29      7       23
23      30      00      23
23      30      30      23


#z      #x      #y      #c
24      0       0       24
24      1       24      24
24      2       18      24
24      3       12      24
24      4       6       24
24      5       00      24
24      5       30      24
24      6       24      24
24      7       18      24
24      8       12      24
24      9       6       24
24      10      00      24
24      10      30      24
24      11      24      24
24      12      18      24
24      13      12      24
24      14      6       24
24      15      00      24
24      15      30      24
24      16      24      24
24      17      18      24
24      18      12      24
24      19      6       24
24      20      00      24
24      20      30      24
24      21      24      24
24      22      18      24
24      23      12      24
24      24      6       24
24      25      00      24
24      25      30      24
24      26      24      24
24      27      18      24
24      28      12      24
24      29      6       24
24      30      00      24
24      30      30      24


#z      #x      #y      #c
25      0       0       25
25      1       25      25
25      2       20      25
25      3       15      25
25      4       10      25
25      5       5       25
25      6       00      25
25      6       30      25
25      7       25      25
25      8       20      25
25      9       15      25
25      10      10      25
25      11      5       25
25      12      00      25
25      12      30      25
25      13      25      25
25      14      20      25
25      15      15      25
25      16      10      25
25      17      5       25
25      18      00      25
25      18      30      25
25      19      25      25
25      20      20      25
25      21      15      25
25      22      10      25
25      23      5       25
25      24      00      25
25      24      30      25
25      25      25      25
25      26      20      25
25      27      15      25
25      28      10      25
25      29      5       25
25      30      00      25
25      30      30      25


#z      #x      #y      #c
26      0       0       26
26      1       26      26
26      2       22      26
26      3       18      26
26      4       14      26
26      5       10      26
26      6       6       26
26      7       2       26
26      8       28      26
26      9       24      26
26      10      20      26
26      11      16      26
26      12      12      26
26      13      8       26
26      14      4       26
26      15      00      26
26      15      30      26
26      16      26      26
26      17      22      26
26      18      18      26
26      19      14      26
26      20      10      26
26      21      6       26
26      22      2       26
26      23      28      26
26      24      24      26
26      25      20      26
26      26      16      26
26      27      12      26
26      28      8       26
26      29      4       26
26      30      00      26
26      30      30      26


#z      #x      #y      #c
27      0       0       27
27      1       27      27
27      2       24      27
27      3       21      27
27      4       18      27
27      5       15      27
27      6       12      27
27      7       9       27
27      8       6       27
27      9       3       27
27      10      00      27
27      10      30      27
27      11      27      27
27      12      24      27
27      13      21      27
27      14      18      27
27      15      15      27
27      16      12      27
27      17      9       27
27      18      6       27
27      19      3       27
27      20      00      27
27      20      30      27
27      21      27      27
27      22      24      27
27      23      21      27
27      24      18      27
27      25      15      27
27      26      12      27
27      27      9       27
27      28      6       27
27      29      3       27
27      30      00      27
27      30      30      27


#z      #x      #y      #c
28      0       0       28
28      1       28      28
28      2       26      28
28      3       24      28
28      4       22      28
28      5       20      28
28      6       18      28
28      7       16      28
28      8       14      28
28      9       12      28
28      10      10      28
28      11      8       28
28      12      6       28
28      13      4       28
28      14      2       28
28      15      00      28
28      15      30      28
28      16      28      28
28      17      26      28
28      18      24      28
28      19      22      28
28      20      20      28
28      21      18      28
28      22      16      28
28      23      14      28
28      24      12      28
28      25      10      28
28      26      8       28
28      27      6       28
28      28      4       28
28      29      2       28
28      30      00      28
28      30      30      28


#z      #x      #y      #c
29      0       0       29
29      1       29      29
29      2       28      29
29      3       27      29
29      4       26      29
29      5       25      29
29      6       24      29
29      7       23      29
29      8       22      29
29      9       21      29
29      10      20      29
29      11      19      29
29      12      18      29
29      13      17      29
29      14      16      29
29      15      15      29
29      16      14      29
29      17      13      29
29      18      12      29
29      19      11      29
29      20      10      29
29      21      9       29
29      22      8       29
29      23      7       29
29      24      6       29
29      25      5       29
29      26      4       29
29      27      3       29
29      28      2       29
29      29      1       29
29      30      0       29


#z      #x      #y      #c
30       0      00      30
30       0      00      30
30       1      00      30
30       1      30      30
30       2      00      30
30       2      30      30
30       3      00      30
30       3      30      30
30       4      00      30
30       4      30      30
30       5      00      30
30       5      30      30
30       6      00      30
30       6      30      30
30       7      00      30
30       7      30      30
30       8      00      30
30       8      30      30
30       9      00      30
30       9      30      30
30      10      00      30
30      10      30      30
30      11      00      30
30      11      30      30
30      12      00      30
30      12      30      30
30      13      00      30
30      13      30      30
30      14      00      30
30      14      30      30
30      15      00      30
30      15      30      30
30      16      00      30
30      16      30      30
30      17      00      30
30      17      30      30
30      18      00      30
30      18      30      30
30      19      00      30
30      19      30      30
30      20      00      30
30      20      30      30
30      21      00      30
30      21      30      30
30      22      00      30
30      22      30      30
30      23      00      30
30      23      30      30
30      24      00      30
30      24      30      30
30      25      00      30
30      25      30      30
30      26      00      30
30      26      30      30
30      27      00      30
30      27      30      30
30      28      00      30
30      28      30      30
30      29      00      30
30      29      30      30
30      30      00      30
30      30      30      30


#z      #x2     #y      #c
0       30      0       0
0       31      0       0
0       32      0       0
0       33      0       0
0       34      0       0
0       35      0       0
0       36      0       0
0       37      0       0
0       38      0       0
0       39      0       0
0       40      0       0
0       41      0       0
0       42      0       0
0       43      0       0
0       44      0       0
0       45      0       0
0       46      0       0
0       47      0       0
0       48      0       0
0       49      0       0
0       50      0       0
0       51      0       0
0       52      0       0
0       53      0       0
0       54      0       0
0       55      0       0
0       56      0       0
0       57      0       0
0       58      0       0
0       59      0       0
0       60      0       0


#z      #x2     #y      #c
1       30      0       1
1       31      1       1
1       32      2       1
1       33      3       1
1       34      4       1
1       35      5       1
1       36      6       1
1       37      7       1
1       38      8       1
1       39      9       1
1       40      10      1
1       41      11      1
1       42      12      1
1       43      13      1
1       44      14      1
1       45      15      1
1       46      16      1
1       47      17      1
1       48      18      1
1       49      19      1
1       50      20      1
1       51      21      1
1       52      22      1
1       53      23      1
1       54      24      1
1       55      25      1
1       56      26      1
1       57      27      1
1       58      28      1
1       59      29      1
1       60      30      1


#z      #x2     #y      #c
2       30      0       2
2       31      2       2
2       32      4       2
2       33      6       2
2       34      8       2
2       35      10      2
2       36      12      2
2       37      14      2
2       38      16      2
2       39      18      2
2       40      20      2
2       41      22      2
2       42      24      2
2       43      26      2
2       44      28      2
2       45      0       2
2       45      30      2
2       46      2       2
2       47      4       2
2       48      6       2
2       49      8       2
2       50      10      2
2       51      12      2
2       52      14      2
2       53      16      2
2       54      18      2
2       55      20      2
2       56      22      2
2       57      24      2
2       58      26      2
2       59      28      2
2       60      30      2


#z      #x2     #y      #c
3       30      0       3
3       31      3       3
3       32      6       3
3       33      9       3
3       34      12      3
3       35      15      3
3       36      18      3
3       37      21      3
3       38      24      3
3       39      27      3
3       40      0       3
3       40      30      3
3       41      3       3
3       42      6       3
3       43      9       3
3       44      12      3
3       45      15      3
3       46      18      3
3       47      21      3
3       48      24      3
3       49      27      3
3       50      0       3
3       50      30      3
3       51      3       3
3       52      6       3
3       53      9       3
3       54      12      3
3       55      15      3
3       56      18      3
3       57      21      3
3       58      24      3
3       59      27      3
3       60      0       3
3       60      30      3


#z      #x2     #y      #c
4       30      0       4
4       31      4       4
4       32      8       4
4       33      12      4
4       34      16      4
4       35      20      4
4       36      24      4
4       37      28      4
4       38      2       4
4       39      6       4
4       40      10      4
4       41      14      4
4       42      18      4
4       43      22      4
4       44      26      4
4       45      0       4
4       45      30      4
4       46      4       4
4       47      8       4
4       48      12      4
4       49      16      4
4       50      20      4
4       51      24      4
4       52      28      4
4       53      2       4
4       54      6       4
4       55      10      4
4       56      14      4
4       57      18      4
4       58      22      4
4       59      26      4
4       60      0       4
4       60      30      4


#z      #x2     #y      #c
5       30      0       5
5       31      5       5
5       32      10      5
5       33      15      5
5       34      20      5
5       35      25      5
5       36      0       5
5       36      30      5
5       37      0       5
5       38      5       5
5       39      10      5
5       40      15      5
5       41      20      5
5       42      25      5
5       43      0       5
5       43      30      5
5       44      0       5
5       45      5       5
5       46      10      5
5       47      15      5
5       48      20      5
5       49      25      5
5       50      0       5
5       50      30      5
5       51      0       5
5       52      5       5
5       53      10      5
5       54      15      5
5       55      20      5
5       56      25      5
5       57      0       5
5       57      30      5
5       58      0       5
5       59      5       5
5       60      10      5


#z      #x2     #y      #c
6       30      0       6
6       31      6       6
6       32      12      6
6       33      18      6
6       34      24      6
6       35      0       6
6       35      30      6
6       36      6       6
6       37      12      6
6       38      18      6
6       39      24      6
6       40      30      6
6       41      6       6
6       42      12      6
6       43      18      6
6       44      24      6
6       45      0       6
6       45      30      6
6       46      6       6
6       47      12      6
6       48      18      6
6       49      24      6
6       50      0       6
6       50      30      6
6       51      6       6
6       52      12      6
6       53      18      6
6       54      24      6
6       55      0       6
6       55      30      6
6       56      6       6
6       57      12      6
6       58      18      6
6       59      24      6
6       60      0       6
6       60      30      6


#z      #x2     #y      #c
7       30      0       7
7       31      7       7
7       32      14      7
7       33      21      7
7       34      28      7
7       35      5       7
7       36      12      7
7       37      19      7
7       38      26      7
7       39      3       7
7       40      10      7
7       41      17      7
7       42      24      7
7       43      1       7
7       44      8       7
7       45      15      7
7       46      22      7
7       47      29      7
7       48      6       7
7       49      13      7
7       50      20      7
7       51      27      7
7       52      4       7
7       53      11      7
7       54      18      7
7       55      25      7
7       56      2       7
7       57      9       7
7       58      16      7
7       59      23      7
7       60      30      7
#z      #x2     #y      #c
8       30      0       8
8       31      8       8
8       32      16      8
8       33      24      8
8       34      2       8
8       35      10      8
8       36      18      8
8       37      26      8
8       38      4       8
8       39      12      8
8       40      20      8
8       41      28      8
8       42      6       8
8       43      14      8
8       44      22      8
8       45      0       8
8       45      30      8
8       46      8       8
8       47      16      8
8       48      24      8
8       49      2       8
8       50      10      8
8       51      18      8
8       52      26      8
8       53      4       8
8       54      12      8
8       55      20      8
8       56      28      8
8       57      6       8
8       58      14      8
8       59      22      8
8       60      0       8
8       60      30      8
#z      #x2     #y      #c
9       30      0       9
9       31      9       9
9       32      18      9
9       33      27      9
9       34      6       9
9       35      15      9
9       36      24      9
9       37      3       9
9       38      12      9
9       39      21      9
9       40      0       9
9       40      30      9
9       41      9       9
9       42      18      9
9       43      27      9
9       44      6       9
9       45      15      9
9       46      24      9
9       47      3       9
9       48      12      9
9       49      21      9
9       50      0       9
9       50      30      9
9       51      9       9
9       52      18      9
9       53      27      9
9       54      6       9
9       55      15      9
9       56      24      9
9       57      3       9
9       58      12      9
9       59      21      9
9       60      0       9
9       60      30      9
#z      #x2     #y      #c
10      30      0       10
10      31      10      10
10      32      20      10
10      33      0       10
10      33      30      10
10      34      10      10
10      35      20      10
10      36      0       10
10      36      30      10
10      37      10      10
10      38      20      10
10      39      0       10
10      39      30      10
10      40      10      10
10      41      20      10
10      42      0       10
10      42      30      10
10      43      10      10
10      44      20      10
10      45      0       10
10      45      30      10
10      46      10      10
10      47      20      10
10      48      0       10
10      48      30      10
10      49      10      10
10      50      20      10
10      51      0       10
10      51      30      10
10      52      10      10
10      53      20      10
10      54      0       10
10      54      30      10
10      55      10      10
10      56      20      10
10      57      0       10
10      57      30      10
10      58      10      10
10      59      20      10
10      60      0       10
10      60      30      10
#z      #x2     #y      #c
11      30      0       11
11      31      11      11
11      32      22      11
11      33      3       11
11      34      14      11
11      35      25      11
11      36      6       11
11      37      17      11
11      38      28      11
11      39      9       11
11      40      20      11
11      41      1       11
11      42      12      11
11      43      23      11
11      44      4       11
11      45      15      11
11      46      26      11
11      47      7       11
11      48      18      11
11      49      29      11
11      50      10      11
11      51      21      11
11      52      2       11
11      53      13      11
11      54      24      11
11      55      5       11
11      56      16      11
11      57      27      11
11      58      8       11
11      59      19      11
11      60      0       11
11      60      30      11
#z      #x2     #y      #c
12      30      0       12
12      31      12      12
12      32      24      12
12      33      6       12
12      34      18      12
12      35      0       12
12      35      30      12
12      36      12      12
12      37      24      12
12      38      6       12
12      39      18      12
12      40      0       12
12      40      30      12
12      41      12      12
12      42      24      12
12      43      6       12
12      44      18      12
12      45      0       12
12      45      30      12
12      46      12      12
12      47      24      12
12      48      6       12
12      49      18      12
12      50      0       12
12      50      30      12
12      51      12      12
12      52      24      12
12      53      6       12
12      54      18      12
12      55      0       12
12      55      30      12
12      56      12      12
12      57      24      12
12      58      6       12
12      59      18      12
12      60      0       12
12      60      30      12
#z      #x2     #y      #c
13      30      0       13
13      31      13      13
13      32      26      13
13      33      9       13
13      34      22      13
13      35      5       13
13      36      18      13
13      37      1       13
13      38      14      13
13      39      27      13
13      40      10      13
13      41      23      13
13      42      6       13
13      43      19      13
13      44      2       13
13      45      15      13
13      46      28      13
13      47      11      13
13      48      24      13
13      49      7       13
13      50      20      13
13      51      3       13
13      52      16      13
13      53      29      13
13      54      12      13
13      55      25      13
13      56      8       13
13      57      21      13
13      58      4       13
13      59      17      13
13      60      30      13
#z      #x2     #y      #c
14      30      0       14
14      31      14      14
14      32      28      14
14      33      12      14
14      34      26      14
14      35      10      14
14      36      24      14
14      37      8       14
14      38      22      14
14      39      6       14
14      40      20      14
14      41      4       14
14      42      18      14
14      43      2       14
14      44      16      14
14      45      0       14
14      45      30      14
14      46      14      14
14      47      28      14
14      48      12      14
14      49      26      14
14      50      10      14
14      51      24      14
14      52      8       14
14      53      22      14
14      54      6       14
14      55      20      14
14      56      4       14
14      57      18      14
14      58      2       14
14      59      16      14
14      60      0       14
14      60      30      14
#z      #x2     #y      #c
15      30      0       15
15      31      15      15
15      32      0       15
15      32      30      15
15      33      15      15
15      34      0       15
15      34      30      15
15      35      15      15
15      36      0       15
15      36      30      15
15      37      15      15
15      38      0       15
15      38      30      15
15      39      15      15
15      40      0       15
15      40      30      15
15      41      15      15
15      42      0       15
15      42      30      15
15      43      15      15
15      44      0       15
15      44      30      15
15      45      15      15
15      46      0       15
15      46      30      15
15      47      15      15
15      48      0       15
15      48      30      15
15      49      15      15
15      50      0       15
15      50      30      15
15      51      15      15
15      52      0       15
15      52      30      15
15      53      15      15
15      54      0       15
15      54      30      15
15      55      15      15
15      56      0       15
15      56      30      15
15      57      15      15
15      58      0       15
15      58      30      15
